contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k141_3165 flag=0 multi=55.4779 len=9276	9276	65.4435	65.4435	108.09
k141_3174 flag=0 multi=105.2468 len=1065	1065	105.612	105.612	193.384
k141_3185 flag=0 multi=55.0372 len=91648	91648	66.2604	66.2604	69.4668
k141_3187 flag=0 multi=6.0000 len=3153	3153	6.93973	6.93973	8.11988
k141_3189 flag=0 multi=72.0000 len=2141	2141	84.1467	84.1467	126.029
k141_3192 flag=0 multi=6.0000 len=9641	9641	6.05205	6.05205	8.44601
k141_3195 flag=1 multi=5.0000 len=2020	2020	5.63957	5.63957	4.07227
k141_3196 flag=1 multi=6.0000 len=3670	3670	5.62216	5.62216	8.6596
k141_3199 flag=0 multi=39.0730 len=20538	20538	45.3319	45.3319	73.3604
k141_3213 flag=1 multi=4.9981 len=4294	4294	6.09966	6.09966	6.85963
k141_3215 flag=1 multi=7.0000 len=5815	5815	7.32074	7.32074	8.78085
k141_3218 flag=1 multi=7.0000 len=2789	2789	7.21902	7.21902	6.43571
k141_3225 flag=0 multi=5.1862 len=5543	5543	5.70944	5.70944	4.94131
k141_3237 flag=1 multi=5.0000 len=3404	3404	5.80762	5.80762	1.75092
k141_3240 flag=0 multi=12.6475 len=1656	1656	5.61753	5.61753	5.09878
k141_3248 flag=1 multi=5.0000 len=3467	3467	4.90594	4.90594	6.06061
k141_3249 flag=0 multi=6.0430 len=7637	7637	7.30132	7.30132	7.75291
k141_3254 flag=1 multi=4.0000 len=1139	1139	2.8908	2.8908	2.78564
k141_3269 flag=0 multi=37.0053 len=87682	87682	44.6728	44.6728	45.8561
k141_3270 flag=0 multi=3.8837 len=1224	1224	3.64153	3.64153	2.82291
k141_3273 flag=0 multi=5.0073 len=6412	6412	6.2694	6.2694	4.93183
k141_3276 flag=0 multi=7.0201 len=7651	7651	7.62632	7.62632	3.90032
k141_3277 flag=1 multi=6.0000 len=10758	10758	6.15837	6.15837	5.77274
k141_3286 flag=1 multi=4.0000 len=1701	1701	4.32946	4.32946	3.8766
k141_3287 flag=1 multi=5.0000 len=4128	4128	6.0905	6.0905	6.27199
k141_3292 flag=0 multi=54.6358 len=1953	1953	61.7105	61.7105	109.849
k141_3294 flag=1 multi=6.2797 len=12034	12034	7.23595	7.23595	8.01162
k141_3308 flag=1 multi=4.0000 len=1618	1618	4.6124	4.6124	2.95735
k141_3309 flag=0 multi=5.9880 len=3393	3393	7.5017	7.5017	5.98112
k141_3315 flag=0 multi=7.2301 len=5421	5421	7.10643	7.10643	4.91512
k141_3318 flag=0 multi=56.0283 len=41366	41366	66.8603	66.8603	80.6648
k141_3319 flag=1 multi=5.0000 len=3029	3029	5.60056	5.60056	4.30594
k141_3326 flag=0 multi=6.0035 len=15831	15831	6.53855	6.53855	5.31685
k141_3333 flag=1 multi=5.0000 len=13078	13078	6.29726	6.29726	5.92251
k141_3345 flag=1 multi=6.0000 len=3654	3654	7.50428	7.50428	6.28373
k141_3346 flag=1 multi=4.0000 len=1334	1334	4.44257	4.44257	2.78114
k141_3356 flag=1 multi=7.0000 len=5325	5325	7.70647	7.70647	6.99447
k141_3374 flag=0 multi=6.6670 len=1267	1267	6.59176	6.59176	5.17725
k141_3388 flag=1 multi=5.0000 len=3100	3100	5.66271	5.66271	4.41276
k141_3389 flag=0 multi=4.9007 len=7189	7189	5.65677	5.65677	4.52896
k141_3393 flag=0 multi=55.1227 len=27592	27592	64.6469	64.6469	73.0634
k141_3394 flag=0 multi=69.1270 len=3543	3543	71.1297	71.1297	77.4141
k141_3398 flag=0 multi=5.0000 len=6511	6511	5.65996	5.65996	3.81688
k141_3401 flag=0 multi=6.0119 len=14308	14308	7.12255	7.12255	4.43729
k141_3402 flag=1 multi=6.0000 len=3153	3153	6.53846	6.53846	5.26523
k141_3403 flag=0 multi=53.0325 len=17397	17397	65.0739	65.0739	67.0547
k141_3405 flag=0 multi=54.7382 len=45563	45563	64.7347	64.7347	77.9476
k141_3406 flag=0 multi=36.1125 len=40306	40306	44.6745	44.6745	48.8106
k141_3408 flag=1 multi=5.0000 len=2825	2825	5.4314	5.4314	4.19153
k141_3410 flag=0 multi=4.0788 len=1258	1258	3.60379	3.60379	3.63059
k141_3424 flag=1 multi=5.8048 len=5265	5265	5.35973	5.35973	3.70599
k141_3432 flag=0 multi=5.4814 len=9733	9733	6.78493	6.78493	7.18893
k141_3438 flag=1 multi=4.0000 len=1260	1260	4.25676	4.25676	4.46333
k141_3450 flag=0 multi=6.0000 len=8310	8310	6.48211	6.48211	6.22948
k141_3455 flag=1 multi=5.0000 len=2304	2304	6.37001	6.37001	4.50632
k141_3456 flag=0 multi=6.0000 len=19531	19531	6.54667	6.54667	6.4433
k141_3457 flag=1 multi=6.0000 len=5034	5034	7.55856	7.55856	10.3399
k141_3466 flag=0 multi=6.0000 len=7360	7360	6.60416	6.60416	4.49836
k141_3469 flag=0 multi=5.7599 len=12827	12827	7.01309	7.01309	4.84764
k141_3471 flag=0 multi=6.1254 len=1425	1425	6.51843	6.51843	3.56228
k141_3472 flag=1 multi=4.0000 len=3423	3423	5.14879	5.14879	3.36082
k141_3475 flag=0 multi=5.0000 len=5517	5517	6.30427	6.30427	5.70448
k141_3478 flag=0 multi=55.3440 len=12602	12602	67.4048	67.4048	71.3585
k141_3485 flag=1 multi=5.9993 len=6174	6174	6.08582	6.08582	5.24281
k141_3486 flag=1 multi=5.1674 len=2059	2059	4.8329	4.8329	6.20846
k141_3491 flag=1 multi=5.0000 len=2609	2609	5.17446	5.17446	4.1726
k141_3496 flag=0 multi=55.1561 len=30741	30741	65.0288	65.0288	70.3956
k141_3503 flag=0 multi=5.0000 len=2261	2261	5.69777	5.69777	1.9418
k141_3504 flag=0 multi=4.7376 len=2717	2717	5.75536	5.75536	4.32288
k141_3519 flag=1 multi=6.0000 len=8767	8767	6.09388	6.09388	8.04955
k141_3537 flag=0 multi=5.0000 len=5912	5912	5.68691	5.68691	4.15438
k141_3540 flag=1 multi=5.9988 len=15336	15336	7.35019	7.35019	8.26384
k141_3542 flag=1 multi=6.1980 len=12352	12352	6.37625	6.37625	9.53439
k141_3547 flag=0 multi=5.9467 len=2203	2203	6.42815	6.42815	6.15632
k141_3549 flag=1 multi=5.0000 len=1114	1114	6.01141	6.01141	13.1909
k141_3553 flag=0 multi=5.9986 len=7845	7845	7.16088	7.16088	6.71695
k141_3566 flag=0 multi=4.0794 len=2923	2923	4.98738	4.98738	3.66243
k141_3570 flag=0 multi=55.0330 len=88548	88548	66.1466	66.1466	63.8369
k141_3571 flag=1 multi=5.0000 len=1278	1278	4.71365	4.71365	8.66068
k141_3572 flag=1 multi=4.0000 len=1784	1784	5.31395	5.31395	3.20515
k141_3574 flag=0 multi=48.7051 len=2172	2172	42.4763	42.4763	126.944
k141_3576 flag=1 multi=8.0000 len=3156	3156	7.09614	7.09614	6.62395
k141_3577 flag=0 multi=37.0309 len=66334	66334	45.2058	45.2058	49.045
k141_3578 flag=1 multi=4.0000 len=2509	2509	4.39127	4.39127	3.93214
k141_3586 flag=0 multi=35.1029 len=6806	6806	41.2042	41.2042	42.5364
k141_3595 flag=0 multi=5.0000 len=4265	4265	5.83791	5.83791	5.24268
k141_3613 flag=0 multi=56.2397 len=34857	34857	65.5471	65.5471	62.396
k141_3614 flag=1 multi=5.0000 len=2753	2753	6.07069	6.07069	5.30247
k141_3618 flag=0 multi=54.3212 len=15749	15749	65.8639	65.8639	79.003
k141_3621 flag=1 multi=5.0000 len=1622	1622	6.22351	6.22351	5.65565
k141_3632 flag=0 multi=5.3271 len=2052	2052	7.33649	7.33649	4.18551
k141_3647 flag=0 multi=6.0000 len=27213	27213	6.42213	6.42213	6.53075
k141_3650 flag=1 multi=6.0000 len=5929	5929	6.93701	6.93701	5.15028
k141_3651 flag=0 multi=37.8753 len=3693	3693	40.744	40.744	55.8432
k141_3653 flag=0 multi=4.0000 len=6145	6145	4.86989	4.86989	3.8098
k141_3654 flag=0 multi=35.1748 len=35646	35646	43.1095	43.1095	37.2
k141_3656 flag=0 multi=36.0644 len=15798	15798	44.0245	44.0245	74.3842
k141_3658 flag=0 multi=7.3079 len=3688	3688	6.79226	6.79226	6.82054
k141_3659 flag=1 multi=5.9220 len=9564	9564	6.60123	6.60123	5.63406
k141_3660 flag=0 multi=8.5392 len=1289	1289	5.94381	5.94381	8.64351
k141_3671 flag=1 multi=6.0000 len=7953	7953	6.41497	6.41497	6.43874
k141_3676 flag=0 multi=5.3613 len=16708	16708	5.81646	5.81646	3.20219
k141_3689 flag=1 multi=5.0000 len=1566	1566	5.69492	5.69492	6.17255
k141_3691 flag=0 multi=58.0714 len=30672	30672	69.342	69.342	68.401
k141_3694 flag=0 multi=7.1399 len=7941	7941	6.84302	6.84302	5.17292
k141_3695 flag=0 multi=4.9625 len=2487	2487	5.11938	5.11938	5.01023
k141_3696 flag=1 multi=5.0000 len=1824	1824	4.90263	4.90263	5.2344
k141_3707 flag=0 multi=5.0000 len=5971	5971	5.71603	5.71603	5.9676
k141_3712 flag=0 multi=4.0000 len=3318	3318	4.05682	4.05682	3.15245
k141_3716 flag=1 multi=6.0068 len=1026	1026	3.85274	3.85274	1.70972
k141_3720 flag=0 multi=37.0215 len=61907	61907	44.5031	44.5031	57.3073
k141_3721 flag=0 multi=36.4916 len=1571	1571	39.4222	39.4222	47.3075
k141_3722 flag=1 multi=5.0000 len=5845	5845	5.77313	5.77313	6.25618
k141_3728 flag=0 multi=5.3342 len=1649	1649	5.02735	5.02735	4.00268
k141_3744 flag=1 multi=5.0000 len=2465	2465	4.89244	4.89244	7.46941
k141_3748 flag=1 multi=5.9030 len=6835	6835	6.94046	6.94046	9.60479
k141_3751 flag=1 multi=4.0000 len=1439	1439	4.04267	4.04267	3.05485
k141_3753 flag=0 multi=6.0000 len=5504	5504	6.82069	6.82069	5.35541
k141_3756 flag=1 multi=5.0000 len=3638	3638	6.16858	6.16858	4.22911
k141_3778 flag=0 multi=56.4988 len=9357	9357	66.7262	66.7262	87.9279
k141_3787 flag=0 multi=6.0000 len=13879	13879	6.84056	6.84056	5.8313
k141_3790 flag=1 multi=6.0000 len=3323	3323	5.55216	5.55216	4.80728
k141_3795 flag=1 multi=6.0000 len=8856	8856	5.96347	5.96347	5.77989
k141_3801 flag=1 multi=5.0000 len=1835	1835	4.91217	4.91217	5.61816
k141_3803 flag=0 multi=6.0000 len=3640	3640	6.13009	6.13009	2.95872
k141_3811 flag=0 multi=60.2093 len=8363	8363	63.3643	63.3643	61.8606
k141_3816 flag=0 multi=6.0000 len=4895	4895	7.53319	7.53319	9.78739
k141_3822 flag=1 multi=6.0000 len=6967	6967	6.10547	6.10547	6.18561
k141_3823 flag=1 multi=6.0000 len=13505	13505	6.29083	6.29083	6.38127
k141_3825 flag=0 multi=5.0000 len=1990	1990	5.2663	5.2663	4.81538
k141_3827 flag=0 multi=5.0000 len=1420	1420	6.31496	6.31496	2.45392
k141_3851 flag=1 multi=6.0000 len=9638	9638	6.32009	6.32009	4.59304
k141_3852 flag=0 multi=4.6383 len=1728	1728	4.0526	4.0526	6.78287
k141_3858 flag=1 multi=5.0000 len=2483	2483	6.20017	6.20017	3.85828
k141_3860 flag=0 multi=55.0250 len=62850	62850	63.9055	63.9055	59.7993
k141_3862 flag=0 multi=39.0000 len=127352	127352	44.9188	44.9188	44.496
k141_3863 flag=1 multi=5.0000 len=4150	4150	5.8295	5.8295	4.1455
k141_3865 flag=1 multi=5.0000 len=1867	1867	7.0827	7.0827	4.82769
k141_3866 flag=1 multi=5.0000 len=6821	6821	5.47189	5.47189	3.82467
k141_3868 flag=0 multi=55.1932 len=43612	43612	65.358	65.358	76.3335
k141_3871 flag=0 multi=5.0000 len=4081	4081	5.00712	5.00712	3.79331
k141_3873 flag=1 multi=5.0000 len=4084	4084	6.50712	6.50712	7.54628
k141_3874 flag=0 multi=57.9984 len=16781	16781	68.1348	68.1348	69.1343
k141_3888 flag=0 multi=6.0000 len=1000	1000	9.13765	9.13765	5.48753
k141_3904 flag=0 multi=55.0186 len=33833	33833	66.287	66.287	63.0642
k141_3907 flag=1 multi=60.0000 len=14096	14096	64.8418	64.8418	89.8308
k141_3909 flag=0 multi=5.0008 len=13956	13956	5.7935	5.7935	5.67168
k141_3910 flag=0 multi=6.0000 len=4683	4683	6.33885	6.33885	5.01739
k141_3911 flag=1 multi=5.0000 len=4352	4352	5.0595	5.0595	7.12428
k141_3916 flag=0 multi=54.4975 len=2927	2927	62.4599	62.4599	109.246
k141_3918 flag=0 multi=5.0000 len=1507	1507	3.87767	3.87767	2.73576
k141_3929 flag=0 multi=5.0000 len=8935	8935	5.61127	5.61127	7.10099
k141_3930 flag=0 multi=4.0000 len=1078	1078	6.23599	6.23599	5.12114
k141_3932 flag=0 multi=77.4463 len=1741	1741	58.616	58.616	86.2556
k141_3935 flag=1 multi=5.0000 len=3551	3551	4.4187	4.4187	2.80114
k141_3937 flag=0 multi=43.3133 len=2551	2551	44.6985	44.6985	35.7032
k141_3940 flag=0 multi=37.1384 len=21304	21304	44.3273	44.3273	37.7482
k141_3943 flag=0 multi=5.0000 len=6360	6360	5.4496	5.4496	6.15045
k141_3947 flag=0 multi=6.0000 len=3320	3320	5.71924	5.71924	3.76658
k141_3948 flag=1 multi=5.0000 len=1516	1516	6.75476	6.75476	6.45628
k141_3950 flag=1 multi=6.0000 len=9819	9819	6.70793	6.70793	6.41086
k141_3970 flag=0 multi=6.0000 len=8017	8017	6.81124	6.81124	6.72185
k141_3982 flag=0 multi=36.0074 len=160010	160010	44.2879	44.2879	46.2839
k141_3986 flag=0 multi=55.0253 len=113652	113652	65.4484	65.4484	70.4863
k141_3987 flag=0 multi=54.0719 len=106563	106563	65.6854	65.6854	68.0933
k141_3989 flag=1 multi=5.9832 len=7760	7760	7.29777	7.29777	7.35486
k141_3992 flag=1 multi=6.0000 len=7312	7312	6.29601	6.29601	4.61997
k141_4002 flag=0 multi=4.8453 len=3554	3554	6.17362	6.17362	6.73061
k141_4003 flag=0 multi=7.0000 len=12974	12974	7.01209	7.01209	9.46809
k141_4009 flag=0 multi=6.0000 len=6406	6406	6.84639	6.84639	7.88761
k141_4011 flag=0 multi=153.0000 len=1787	1787	177.331	177.331	876.331
k141_4013 flag=0 multi=6.0466 len=9366	9366	6.4031	6.4031	4.9866
k141_4018 flag=0 multi=99.6177 len=1203	1203	90.2099	90.2099	493.664
k141_4030 flag=0 multi=5.9750 len=14754	14754	6.39722	6.39722	6.11373
k141_4033 flag=0 multi=60.2514 len=30767	30767	67.339	67.339	75.5839
k141_4042 flag=1 multi=5.0000 len=5411	5411	5.27352	5.27352	4.89182
k141_4043 flag=0 multi=6.0000 len=13349	13349	6.19615	6.19615	4.81223
k141_4048 flag=1 multi=7.0000 len=1652	1652	7.09321	7.09321	8.58026
k141_4051 flag=1 multi=5.0000 len=24386	24386	5.95948	5.95948	6.44311
k141_4068 flag=1 multi=5.0679 len=7122	7122	5.8068	5.8068	5.13474
k141_4071 flag=1 multi=6.0000 len=3897	3897	5.96797	5.96797	7.35251
k141_4075 flag=0 multi=6.0000 len=1471	1471	5.56927	5.56927	4.26963
k141_4103 flag=0 multi=39.6048 len=46549	46549	46.014	46.014	50.6676
k141_4114 flag=0 multi=55.1423 len=36960	36960	66.3949	66.3949	78.622
k141_4115 flag=0 multi=77.2748 len=15047	15047	66.0299	66.0299	79.3658
k141_4116 flag=0 multi=55.0145 len=82239	82239	66.0834	66.0834	63.3356
k141_4117 flag=0 multi=6.0000 len=1783	1783	6.97795	6.97795	7.30337
k141_4118 flag=1 multi=5.0268 len=3574	3574	6.45444	6.45444	4.96892
k141_4119 flag=0 multi=6.0000 len=8502	8502	6.79586	6.79586	5.25949
k141_4121 flag=0 multi=6.7240 len=1619	1619	4.60449	4.60449	4.64523
k141_4130 flag=0 multi=5.0616 len=9092	9092	6.02013	6.02013	5.27233
k141_4131 flag=0 multi=3.0000 len=1351	1351	3.3622	3.3622	2.74119
k141_4132 flag=0 multi=53.0259 len=26452	26452	64.1062	64.1062	70.7772
k141_4137 flag=0 multi=5.0000 len=8279	8279	5.60955	5.60955	4.47591
k141_4138 flag=0 multi=4.0000 len=1774	1774	5.84052	5.84052	2.42371
k141_4141 flag=1 multi=5.0000 len=3172	3172	6.11582	6.11582	7.63504
k141_4143 flag=0 multi=5.9885 len=1013	1013	6.6153	6.6153	2.89588
k141_4144 flag=0 multi=54.1430 len=14228	14228	31.5364	31.5364	873.029
k141_4145 flag=1 multi=5.0000 len=1830	1830	4.7256	4.7256	4.96389
k141_4150 flag=1 multi=6.0000 len=4285	4285	7.19686	7.19686	8.147
k141_4160 flag=0 multi=6.0000 len=5076	5076	7.14434	7.14434	5.9135
k141_4164 flag=0 multi=4.0082 len=1722	1722	3.46819	3.46819	2.20079
k141_4166 flag=0 multi=5.0000 len=18516	18516	5.45072	5.45072	5.12507
k141_4168 flag=1 multi=6.0082 len=25895	25895	6.32461	6.32461	7.98214
k141_4174 flag=1 multi=5.9408 len=9514	9514	7.09857	7.09857	4.92425
k141_4178 flag=1 multi=6.0000 len=5777	5777	6.10787	6.10787	6.639
k141_4180 flag=1 multi=7.0000 len=3555	3555	6.27665	6.27665	8.29228
k141_4185 flag=1 multi=6.0000 len=8691	8691	6.74453	6.74453	5.58802
k141_4186 flag=1 multi=3.0000 len=1642	1642	3.89142	3.89142	1.67433
k141_4187 flag=0 multi=5.0000 len=1395	1395	5.87631	5.87631	2.35606
k141_4195 flag=1 multi=4.0000 len=3874	3874	3.76665	3.76665	1.10882
k141_4199 flag=0 multi=7.0336 len=7676	7676	6.89197	6.89197	11.3651
k141_4202 flag=0 multi=5.0000 len=2373	2373	5.65902	5.65902	2.87014
k141_4210 flag=0 multi=5.0116 len=9830	9830	6.15403	6.15403	4.70094
k141_4212 flag=0 multi=5.6403 len=15925	15925	7.07823	7.07823	6.87629
k141_4213 flag=0 multi=54.0416 len=112123	112123	65.71	65.71	67.5359
k141_4214 flag=1 multi=4.9786 len=6694	6694	6.66213	6.66213	5.54738
k141_4216 flag=0 multi=86.9696 len=1193	1193	45.4803	45.4803	332.667
k141_4222 flag=1 multi=5.0000 len=2663	2663	5.79785	5.79785	5.14873
k141_4228 flag=0 multi=55.0101 len=110713	110713	65.4996	65.4996	72.967
k141_4229 flag=0 multi=55.2631 len=23278	23278	64.9942	64.9942	66.2066
k141_4230 flag=1 multi=6.0000 len=5876	5876	6.49895	6.49895	6.44328
k141_4246 flag=1 multi=576.0000 len=1339	1339	63.6871	63.6871	102.306
k141_4248 flag=0 multi=36.0046 len=149544	149544	44.5719	44.5719	47.451
k141_4249 flag=1 multi=6.5091 len=4981	4981	6.26082	6.26082	9.68224
k141_4250 flag=0 multi=56.7586 len=28387	28387	65.8093	65.8093	63.9849
k141_4252 flag=0 multi=54.5827 len=31221	31221	65.781	65.781	72.6472
k141_4254 flag=1 multi=6.0000 len=13071	13071	6.00774	6.00774	4.32655
k141_4255 flag=0 multi=53.4442 len=23065	23065	64.5165	64.5165	122.589
k141_4259 flag=1 multi=5.0000 len=3291	3291	5.82617	5.82617	5.38122
k141_4260 flag=0 multi=70.7821 len=2968	2968	65.4177	65.4177	81.8976
k141_4293 flag=0 multi=4.9197 len=1922	1922	4.72461	4.72461	3.38991
k141_4297 flag=1 multi=4.0000 len=1279	1279	4.32861	4.32861	5.33071
k141_4299 flag=1 multi=5.0000 len=2252	2252	4.80875	4.80875	3.87965
k141_4303 flag=0 multi=5.0000 len=2249	2249	6.42639	6.42639	4.38957
k141_4304 flag=0 multi=6.0000 len=3156	3156	5.90419	5.90419	3.53424
k141_4306 flag=0 multi=5.6101 len=11145	11145	6.45603	6.45603	4.68948
k141_4320 flag=0 multi=35.9794 len=145119	145119	44.1147	44.1147	42.8208
k141_4327 flag=0 multi=6.0000 len=14608	14608	7.49336	7.49336	5.95221
k141_4333 flag=1 multi=5.0667 len=4969	4969	5.74538	5.74538	4.98175
k141_4339 flag=0 multi=5.0000 len=9405	9405	5.72642	5.72642	4.95575
k141_4346 flag=0 multi=37.0207 len=59452	59452	45.343	45.343	44.9472
k141_4347 flag=1 multi=6.0000 len=6687	6687	6.53496	6.53496	4.49951
k141_4348 flag=1 multi=6.0000 len=4213	4213	7.0411	7.0411	7.34676
k141_4359 flag=0 multi=5.3484 len=7468	7468	6.64553	6.64553	7.02771
k141_4382 flag=0 multi=7.9776 len=1434	1434	7.99844	7.99844	2.78098
k141_4383 flag=1 multi=6.0000 len=22857	22857	6.73132	6.73132	6.05662
k141_4385 flag=0 multi=55.1380 len=17624	17624	64.6065	64.6065	48.538
k141_4394 flag=0 multi=5.0000 len=2850	2850	5.17148	5.17148	2.75346
k141_4403 flag=1 multi=6.0000 len=3816	3816	6.49591	6.49591	9.92754
k141_4405 flag=1 multi=5.0000 len=5118	5118	5.54046	5.54046	6.57626
k141_4406 flag=0 multi=55.0039 len=82974	82974	66.3014	66.3014	68.5772
k141_4407 flag=0 multi=56.6820 len=41844	41844	65.1485	65.1485	95.9574
k141_4409 flag=0 multi=37.0067 len=188407	188407	44.9586	44.9586	44.0399
k141_4414 flag=0 multi=5.0000 len=3973	3973	5.66702	5.66702	3.87523
k141_4415 flag=1 multi=6.0000 len=6165	6165	6.66002	6.66002	6.08275
k141_4434 flag=0 multi=6.2687 len=4697	4697	7.1214	7.1214	4.76882
k141_4435 flag=1 multi=3.0000 len=1169	1169	2.84593	2.84593	1.989
k141_4444 flag=0 multi=6.9962 len=12894	12894	7.0215	7.0215	7.41845
k141_4445 flag=1 multi=5.0000 len=2740	2740	6.1	6.1	7.42568
k141_4460 flag=1 multi=6.0000 len=18373	18373	6.60912	6.60912	4.37935
k141_4467 flag=0 multi=6.0698 len=9922	9922	6.36779	6.36779	3.99873
k141_4469 flag=0 multi=5.0064 len=9040	9040	5.90214	5.90214	3.65673
k141_4472 flag=0 multi=5.0000 len=3277	3277	4.69907	4.69907	2.38125
k141_4476 flag=0 multi=54.0664 len=26856	26856	65.0388	65.0388	63.3916
k141_4478 flag=0 multi=5.0000 len=1036	1036	2.47291	2.47291	0.719603
k141_4487 flag=0 multi=3.8984 len=5102	5102	4.5834	4.5834	3.12341
k141_4519 flag=0 multi=55.6581 len=106388	106388	65.498	65.498	63.3058
k141_4520 flag=0 multi=6.3803 len=19703	19703	6.51353	6.51353	5.1827
k141_4521 flag=0 multi=5.2163 len=7326	7326	5.71642	5.71642	3.99527
k141_4528 flag=1 multi=6.0000 len=3479	3479	6.18474	6.18474	7.37662
k141_4540 flag=0 multi=55.0585 len=50344	50344	65.6958	65.6958	75.0156
k141_4541 flag=1 multi=5.3675 len=6536	6536	5.87801	5.87801	5.1775
k141_4543 flag=0 multi=4.0900 len=1953	1953	4.54021	4.54021	1.82344
k141_4545 flag=0 multi=38.0325 len=75442	75442	45.5241	45.5241	46.2996
k141_4546 flag=1 multi=6.0000 len=1521	1521	4.86433	4.86433	5.92901
k141_4547 flag=1 multi=5.0000 len=12187	12187	6.0692	6.0692	4.89124
k141_4550 flag=0 multi=5.0000 len=3915	3915	6.44223	6.44223	4.9136
k141_4558 flag=1 multi=5.0000 len=3532	3532	5.7809	5.7809	5.42999
k141_4561 flag=1 multi=5.0000 len=16945	16945	6.47318	6.47318	5.54617
k141_4564 flag=0 multi=5.0000 len=16001	16001	6.3514	6.3514	6.36441
k141_4571 flag=0 multi=54.3859 len=8246	8246	65.6927	65.6927	54.7049
k141_4573 flag=0 multi=56.0608 len=39086	39086	65.5524	65.5524	71.2934
k141_4577 flag=0 multi=5.0000 len=1664	1664	5.63871	5.63871	5.27916
k141_4597 flag=0 multi=56.0988 len=30462	30462	66.5452	66.5452	120.073
k141_4601 flag=0 multi=37.3860 len=229883	229883	44.8157	44.8157	49.8601
k141_4602 flag=0 multi=5.0000 len=6489	6489	5.97381	5.97381	7.64882
k141_4606 flag=0 multi=5.0000 len=3238	3238	6.03562	6.03562	3.46348
k141_4608 flag=0 multi=5.0000 len=1075	1075	4.38162	4.38162	2.20594
k141_4624 flag=0 multi=61.8375 len=6278	6278	68.5845	68.5845	84.9366
k141_4627 flag=1 multi=5.0000 len=3389	3389	5.52763	5.52763	8.39263
k141_4631 flag=0 multi=6.0000 len=14914	14914	7.23937	7.23937	6.02058
k141_4633 flag=1 multi=4.3021 len=1637	1637	5.26564	5.26564	4.06598
k141_4640 flag=1 multi=6.0000 len=3493	3493	7.47682	7.47682	4.66721
k141_4642 flag=1 multi=4.8784 len=4647	4647	5.86702	5.86702	3.0872
k141_4644 flag=0 multi=68.7225 len=2966	2966	67.2457	67.2457	98.1816
k141_4648 flag=1 multi=7.0000 len=2584	2584	7.59901	7.59901	4.63816
k141_4650 flag=0 multi=38.0086 len=206796	206796	45.3364	45.3364	45.5982
k141_4651 flag=0 multi=5.0000 len=4323	4323	6.16751	6.16751	3.7115
k141_4652 flag=0 multi=6.0000 len=1921	1921	7.15133	7.15133	8.16923
k141_4653 flag=0 multi=37.1684 len=215005	215005	44.6368	44.6368	45.5583
k141_4654 flag=0 multi=56.4146 len=29831	29831	64.7885	64.7885	66.3397
k141_4655 flag=0 multi=6.0000 len=5966	5966	6.16489	6.16489	9.27273
k141_4658 flag=1 multi=5.0000 len=1492	1492	5.32638	5.32638	3.38778
k141_4659 flag=1 multi=4.0000 len=1152	1152	5.32535	5.32535	3.25069
k141_4660 flag=1 multi=5.9074 len=3890	3890	5.70294	5.70294	7.45152
k141_4670 flag=0 multi=5.0000 len=2998	2998	5.24403	5.24403	2.86037
k141_4675 flag=1 multi=5.0000 len=1449	1449	5.20323	5.20323	3.538
k141_4679 flag=0 multi=6.0000 len=6361	6361	6.23652	6.23652	7.79701
k141_4680 flag=1 multi=3.0000 len=1021	1021	2.90586	2.90586	1.81412
k141_4704 flag=0 multi=6.0000 len=1030	1030	5.94659	5.94659	3.12456
k141_4716 flag=1 multi=5.6916 len=5799	5799	6.73128	6.73128	7.05727
k141_4721 flag=1 multi=6.0000 len=4980	4980	7.01511	7.01511	4.88638
k141_4722 flag=1 multi=4.0000 len=1388	1388	4.41842	4.41842	1.9315
k141_4725 flag=0 multi=4.0017 len=1302	1302	4.24479	4.24479	8.18327
k141_4734 flag=0 multi=54.8879 len=20640	20640	65.1643	65.1643	111.26
k141_4738 flag=0 multi=46.2882 len=2344	2344	42.0524	42.0524	42.835
k141_4749 flag=0 multi=5.0000 len=7226	7226	6.74816	6.74816	4.88343
k141_4750 flag=0 multi=53.7602 len=2489	2489	65.7212	65.7212	73.0369
k141_4756 flag=0 multi=5.0000 len=5502	5502	6.0796	6.0796	4.27734
k141_4760 flag=1 multi=6.0000 len=10184	10184	6.85838	6.85838	5.34165
k141_4767 flag=0 multi=6.0000 len=12264	12264	7.33911	7.33911	7.08311
k141_4768 flag=1 multi=5.0000 len=3258	3258	5.64414	5.64414	4.46749
k141_4774 flag=0 multi=6.0000 len=5465	5465	7.46021	7.46021	6.84259
k141_4775 flag=0 multi=56.0062 len=59744	59744	66.5691	66.5691	64.1904
k141_4776 flag=1 multi=5.1248 len=5892	5892	6.04807	6.04807	8.63979
k141_4777 flag=0 multi=55.3256 len=19084	19084	64.9385	64.9385	71.9153
k141_4796 flag=0 multi=36.9890 len=204702	204702	44.3099	44.3099	43.9745
k141_4797 flag=1 multi=55.5080 len=30437	30437	65.9696	65.9696	103.151
k141_4807 flag=0 multi=5.9216 len=2920	2920	5.85812	5.85812	6.81587
k141_4808 flag=0 multi=37.0193 len=205171	205171	44.5768	44.5768	44.7888
k141_4812 flag=0 multi=37.0146 len=291894	291894	44.6828	44.6828	46.816
k141_4813 flag=0 multi=54.9718 len=26640	26640	64.8939	64.8939	109.433
