#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k141_2369 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7143	1	0.06
k141_2370 flag=0 multi=5.0000 len=7522	6.8014	7522	0.0000	99.9335	7517	88	82	0.7173	6	2.92
k141_2371 flag=0 multi=7.6428 len=838	6.7315	838	0.0000	100.0000	838	12	7	0.6910	8	2.83
k141_2372 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4884	1	0.06
k141_2373 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6910	1	0.06
k141_2374 flag=0 multi=57.0895 len=46388	75.7401	46388	0.0000	100.0000	46388	5802	5881	0.4475	74	15.78
k141_2375 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4352	1	0.06
k141_2376 flag=1 multi=1.0000 len=319	0.9436	319	0.0000	94.3574	301	0	1	0.5116	1	0.24
k141_2377 flag=1 multi=6.5870 len=3928	7.5211	3928	0.0000	95.9521	3769	49	50	0.6806	8	3.23
k141_2379 flag=0 multi=3.0130 len=755	2.6914	755	0.0000	100.0000	755	4	3	0.7228	2	1.63
k141_2380 flag=1 multi=3.0000 len=570	2.1123	570	0.0000	100.0000	570	3	1	0.7176	3	1.07
k141_2381 flag=1 multi=5.0000 len=5433	5.4778	5433	0.0000	100.0000	5433	48	51	0.6865	5	2.43
k141_2382 flag=1 multi=6.0000 len=6288	6.5021	6288	0.0000	100.0000	6288	73	64	0.7148	6	2.40
k141_2384 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6678	1	0.06
k141_2385 flag=0 multi=5.0000 len=9563	6.5693	9563	0.0000	100.0000	9563	105	105	0.6865	6	2.60
k141_2386 flag=1 multi=1.0000 len=359	0.0000	359	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2387 flag=0 multi=1.0000 len=380	0.7921	380	0.0000	79.2105	301	1	0	0.6478	1	0.41
k141_2388 flag=1 multi=1.0000 len=330	0.9121	330	0.0000	91.2121	301	0	1	0.7674	1	0.29
k141_2389 flag=0 multi=38.0691 len=26349	50.4349	26349	0.0000	100.0000	26349	2230	2189	0.5235	50	7.87
k141_2390 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6179	1	0.06
k141_2391 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3621	1	0.06
k141_2392 flag=0 multi=262.7988 len=310	100.2484	310	0.0000	100.0000	310	64	58	0.3425	122	35.03
k141_2393 flag=0 multi=4.2972 len=851	3.1798	851	0.0000	65.8049	560	4	5	0.7331	1	3.26
k141_2394 flag=0 multi=54.0396 len=14573	71.3240	14573	0.0000	100.0000	14573	1743	1713	0.3691	72	11.31
k141_2395 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6910	1	0.06
k141_2396 flag=1 multi=1.0000 len=469	1.2836	469	0.0000	100.0000	469	1	1	0.3787	1	0.45
k141_2397 flag=0 multi=6.0000 len=1444	5.5118	1444	0.0000	100.0000	1444	12	15	0.6889	6	1.59
k141_2398 flag=0 multi=3.7442 len=399	0.7544	399	0.0000	75.4386	301	1	0	0.7774	1	0.43
k141_2399 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_2400 flag=1 multi=5.0000 len=3289	6.3138	3289	0.0000	100.0000	3289	35	34	0.6981	6	2.47
k141_2401 flag=0 multi=220.7377 len=202	1.0000	202	0.0000	100.0000	202	1	0	0.3522	1	0.07
k141_2402 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2757	1	0.06
k141_2403 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4452	1	0.06
k141_2404 flag=0 multi=55.6574 len=73295	73.3584	73295	0.0000	100.0000	73295	9011	8876	0.4260	74	9.44
k141_2405 flag=1 multi=1.0000 len=304	0.0000	304	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2406 flag=1 multi=6.0000 len=4446	7.2112	4446	0.0000	100.0000	4446	55	52	0.6937	7	2.58
k141_2408 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6578	1	0.06
k141_2409 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4053	1	0.06
k141_2410 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4784	1	0.06
k141_2411 flag=1 multi=5.0000 len=15065	6.8525	15065	0.0000	100.0000	15065	174	169	0.7050	7	2.77
k141_2412 flag=0 multi=5.5431 len=15053	6.5376	15053	0.0000	100.0000	15053	165	162	0.7012	7	2.14
k141_2413 flag=0 multi=1.0000 len=329	0.9149	329	0.0000	91.4894	301	0	1	0.6944	1	0.28
k141_2414 flag=1 multi=5.0000 len=7439	6.2709	7439	0.0000	100.0000	7439	82	73	0.6902	6	2.99
k141_2415 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4286	1	0.06
k141_2416 flag=0 multi=77.7809 len=3290	78.4009	3290	0.0000	100.0000	3290	424	439	0.3587	82	16.74
k141_2417 flag=1 multi=4.9414 len=10856	6.2100	10856	0.0000	100.0000	10856	114	110	0.6749	6	2.14
k141_2418 flag=0 multi=6.0000 len=7875	7.8121	7875	0.0000	100.0000	7875	103	102	0.6631	7	3.60
k141_2419 flag=1 multi=1.0000 len=328	0.9177	328	0.0000	91.7683	301	1	0	0.4385	1	0.28
k141_2420 flag=1 multi=1.0000 len=301	5.1794	301	0.0000	100.0000	301	5	1	0.3427	6	1.68
k141_2421 flag=1 multi=1.0000 len=311	0.9132	311	0.0000	91.3183	284	1	0	0.6346	1	0.29
k141_2422 flag=0 multi=5.0000 len=7872	6.2174	7872	0.0000	100.0000	7872	81	83	0.6932	6	1.91
k141_2423 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3422	1	0.06
k141_2424 flag=0 multi=51.2060 len=6239	65.4344	6239	0.0000	100.0000	6239	682	681	0.3490	66	9.63
k141_2425 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7508	1	0.06
k141_2426 flag=1 multi=7.0000 len=4796	7.5515	4796	0.0000	100.0000	4796	64	57	0.6900	7	3.21
k141_2427 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6346	1	0.06
k141_2428 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6611	1	0.06
k141_2429 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3821	1	0.06
k141_2430 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6213	1	0.06
k141_2431 flag=0 multi=2.1294 len=481	0.6258	481	0.0000	62.5780	301	1	0	0.7110	1	0.48
k141_2432 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3821	1	0.06
k141_2433 flag=0 multi=5.0000 len=370	2.2865	370	0.0000	90.2703	334	2	1	0.6667	3	0.99
k141_2434 flag=1 multi=1.0000 len=325	22.6246	325	0.0000	100.0000	325	13	13	0.3421	26	5.08
k141_2435 flag=0 multi=1.0000 len=371	0.8113	371	0.0000	81.1321	301	0	1	0.6811	1	0.39
k141_2436 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6910	1	0.06
k141_2437 flag=0 multi=63.0459 len=5499	67.9029	5499	0.0000	100.0000	5499	613	632	0.3695	68	10.89
k141_2438 flag=0 multi=38.9759 len=13312	49.6850	13312	0.0000	100.0000	13312	1107	1093	0.5622	50	7.63
k141_2439 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4086	1	0.06
k141_2441 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6645	1	0.06
k141_2442 flag=0 multi=1.2522 len=371	0.0000	371	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2443 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5415	1	0.06
k141_2444 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6578	1	0.06
k141_2445 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_2446 flag=1 multi=5.0361 len=418	0.0000	418	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2447 flag=0 multi=72.4236 len=835	54.8084	835	0.0000	100.0000	835	75	82	0.4595	60	21.38
k141_2448 flag=0 multi=1.0000 len=308	0.9773	308	0.0000	97.7273	301	1	0	0.7209	1	0.16
k141_2449 flag=0 multi=130.6714 len=281	34.7972	281	0.0000	100.0000	281	28	10	0.5205	38	5.06
k141_2450 flag=1 multi=5.0000 len=2223	4.3329	2223	0.0000	96.5812	2147	13	19	0.7057	5	1.95
k141_2451 flag=1 multi=5.0000 len=2042	6.4833	2042	0.0000	99.6082	2034	24	20	0.6742	7	2.75
k141_2452 flag=1 multi=3.0000 len=321	0.9377	321	0.0000	93.7695	301	0	1	0.6744	1	0.25
k141_2454 flag=0 multi=5.0000 len=5292	6.0461	5292	0.0000	100.0000	5292	52	55	0.6960	6	2.32
k141_2455 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6944	1	0.06
k141_2456 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7143	1	0.06
k141_2457 flag=1 multi=1.0000 len=368	10.4130	368	0.0000	100.0000	368	3	10	0.5019	12	3.32
k141_2458 flag=0 multi=1.1698 len=353	0.8527	353	0.0000	85.2691	301	0	1	0.7342	1	0.36
k141_2459 flag=0 multi=6.1726 len=1213	7.2968	1213	0.0000	100.0000	1213	13	17	0.7206	7	3.34
k141_2460 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7608	1	0.06
k141_2461 flag=1 multi=1.0000 len=372	0.8091	372	0.0000	80.9140	301	0	1	0.4950	1	0.39
k141_2462 flag=1 multi=1.0000 len=397	8.3048	397	0.0000	100.0000	397	2	9	0.5122	10	3.59
k141_2463 flag=1 multi=5.0000 len=407	3.4595	407	0.0000	100.0000	407	4	1	0.6512	3	1.28
k141_2464 flag=0 multi=55.0013 len=58531	72.4451	58531	0.0000	99.9829	58521	7097	6994	0.4262	73	9.51
k141_2465 flag=0 multi=5.3525 len=714	5.6947	714	0.0000	100.0000	714	8	6	0.6713	6	1.80
k141_2466 flag=0 multi=55.9814 len=25506	74.1518	25506	0.0000	100.0000	25506	3161	3135	0.4359	74	9.57
k141_2467 flag=1 multi=1.0000 len=436	0.6904	436	0.0000	69.0367	301	0	1	0.4850	1	0.46
k141_2468 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6412	1	0.06
k141_2469 flag=1 multi=1.0000 len=389	6.8792	389	0.0000	100.0000	389	4	5	0.3691	8	2.77
k141_2470 flag=1 multi=1.0000 len=511	1.1781	511	0.0000	100.0000	511	2	0	0.3970	1	0.39
k141_2471 flag=0 multi=1.0000 len=222	1.0000	222	0.0000	100.0000	222	1	0	0.6545	1	0.07
k141_2472 flag=0 multi=95.0000 len=311	26.4341	311	0.0000	100.0000	311	29	2	0.4539	30	5.96
k141_2474 flag=0 multi=5.0489 len=6844	5.7091	6844	0.0000	100.0000	6844	64	66	0.6951	5	2.13
k141_2475 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6678	1	0.06
k141_2476 flag=1 multi=1.0000 len=346	0.8699	346	0.0000	86.9942	301	1	0	0.3189	1	0.34
k141_2477 flag=1 multi=2.0000 len=413	0.7288	413	0.0000	72.8814	301	0	1	0.7409	1	0.45
k141_2478 flag=1 multi=4.0000 len=2286	6.1881	2286	0.0000	100.0000	2286	25	22	0.6985	6	2.23
k141_2479 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7608	1	0.06
k141_2480 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6678	1	0.06
k141_2481 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7243	1	0.06
k141_2482 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3522	1	0.06
k141_2483 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6910	1	0.06
k141_2484 flag=0 multi=4.0000 len=1026	2.3470	1026	0.0000	100.0000	1026	4	4	0.6495	1	1.75
k141_2485 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6346	1	0.06
k141_2486 flag=0 multi=37.1045 len=79954	48.6573	79954	0.0000	100.0000	79954	6523	6405	0.5613	48	6.69
k141_2487 flag=0 multi=6.0000 len=529	1.0057	529	0.0000	100.0000	529	0	2	0.7226	1	0.09
k141_2488 flag=1 multi=1.0000 len=301	74.1362	301	0.0000	100.0000	301	42	36	0.3794	78	10.75
k141_2489 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6445	1	0.06
k141_2490 flag=0 multi=130.9091 len=284	51.7042	284	0.0000	100.0000	284	35	24	0.4676	59	10.44
k141_2491 flag=1 multi=1.0000 len=362	0.0000	362	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2492 flag=1 multi=7.0000 len=6157	8.1046	6157	0.0000	100.0000	6157	83	83	0.6731	8	2.80
k141_2493 flag=1 multi=1.0000 len=300	1.0000	300	0.0000	100.0000	300	0	1	0.4485	1	0.06
k141_2494 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4950	1	0.06
k141_2495 flag=0 multi=1132.8571 len=211	0.0000	211	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2496 flag=0 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	0	1	0.7176	1	0.18
k141_2497 flag=1 multi=1007.0000 len=836	65.9067	836	0.0000	100.0000	836	89	109	0.3910	66	12.19
k141_2498 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7475	1	0.06
k141_2499 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3887	1	0.06
k141_2500 flag=0 multi=5.9985 len=7974	7.6062	7974	0.0000	100.0000	7974	99	103	0.6263	8	2.69
k141_2501 flag=1 multi=4.0000 len=911	4.6037	911	0.0000	100.0000	911	6	8	0.7212	5	1.64
k141_2502 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6412	1	0.06
k141_2503 flag=1 multi=5.0000 len=505	0.5960	505	0.0000	59.6040	301	1	0	0.7143	1	0.49
k141_2504 flag=1 multi=4.0000 len=4900	5.8904	4900	0.0000	98.4286	4823	48	48	0.7081	6	2.75
k141_2505 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6645	1	0.06
k141_2506 flag=0 multi=5.0000 len=5092	6.7188	5092	0.0000	100.0000	5092	53	61	0.7254	7	2.66
k141_2507 flag=0 multi=164.5333 len=291	34.7285	291	0.0000	100.0000	291	20	19	0.3284	39	5.84
k141_2509 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3555	1	0.06
k141_2510 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4053	1	0.06
k141_2511 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4917	1	0.06
k141_2512 flag=0 multi=2.9558 len=1137	3.7062	1137	0.0000	94.2832	1072	5	9	0.6860	4	2.13
k141_2513 flag=0 multi=5.0000 len=383	2.9817	383	0.0000	100.0000	383	0	4	0.6661	3	1.01
k141_2514 flag=0 multi=77.7113 len=380	40.9526	380	0.0000	100.0000	380	24	33	0.4969	41	10.73
k141_2515 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3953	1	0.06
k141_2516 flag=1 multi=1.0000 len=301	1.8439	301	0.0000	100.0000	301	1	1	0.6047	2	0.38
k141_2517 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4718	1	0.06
k141_2518 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6777	1	0.06
k141_2519 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5050	1	0.06
k141_2521 flag=1 multi=1.0000 len=511	11.7789	511	0.0000	83.7573	428	13	7	0.5498	15	8.46
k141_2522 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3588	1	0.06
k141_2523 flag=0 multi=1.0000 len=389	0.7738	389	0.0000	77.3779	301	1	0	0.6711	1	0.42
k141_2525 flag=0 multi=1.0000 len=312	0.9647	312	0.0000	96.4744	301	1	0	0.6445	1	0.19
k141_2526 flag=0 multi=7.0000 len=272	1.0000	272	0.0000	100.0000	272	0	1	0.6412	1	0.06
k141_2527 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6512	1	0.06
k141_2528 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7741	1	0.06
k141_2529 flag=1 multi=4.0000 len=806	4.0509	806	0.0000	100.0000	806	6	5	0.6315	4	1.85
k141_2530 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5349	1	0.06
k141_2531 flag=1 multi=1.0000 len=359	48.7326	359	0.0000	100.0000	359	32	27	0.5588	58	15.04
k141_2532 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7475	1	0.06
k141_2533 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3223	1	0.06
k141_2534 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6047	1	0.06
k141_2535 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5050	1	0.06
k141_2536 flag=0 multi=1.0000 len=310	0.9710	310	0.0000	97.0968	301	1	0	0.6744	1	0.18
k141_2537 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5216	1	0.06
k141_2538 flag=1 multi=5.0000 len=444	3.7793	444	0.0000	100.0000	444	2	4	0.7270	5	1.91
k141_2539 flag=0 multi=5.0000 len=325	0.7754	325	0.0000	77.5385	252	1	0	0.6346	1	0.42
k141_2540 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3754	1	0.06
k141_2541 flag=1 multi=4.8474 len=7273	6.5377	7273	0.0000	100.0000	7273	78	80	0.6805	7	2.64
k141_2542 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3621	1	0.06
k141_2543 flag=1 multi=1.0000 len=329	0.9149	329	0.0000	91.4894	301	0	1	0.4086	1	0.28
k141_2544 flag=1 multi=2.5243 len=696	3.8908	696	0.0000	100.0000	696	3	6	0.6932	4	1.44
k141_2545 flag=1 multi=4.0120 len=639	4.1909	639	0.0000	94.0532	601	5	4	0.6977	4	2.06
k141_2546 flag=1 multi=3.0000 len=592	2.9409	592	0.0000	100.0000	592	3	3	0.7392	3	1.27
k141_2547 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5150	1	0.06
k141_2548 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5017	1	0.06
k141_2549 flag=0 multi=6.0000 len=359	3.9526	359	0.0000	98.8858	355	3	2	0.7017	5	1.32
k141_2550 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2691	1	0.06
k141_2551 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7508	1	0.06
k141_2552 flag=0 multi=83.9571 len=467	40.9272	467	0.0000	100.0000	467	32	35	0.4244	42	14.99
k141_2553 flag=1 multi=1.0000 len=380	0.7921	380	0.0000	79.2105	301	1	0	0.2658	1	0.41
k141_2554 flag=1 multi=1.0000 len=331	0.0000	331	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2555 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3987	1	0.06
k141_2556 flag=1 multi=5.0000 len=313	0.9617	313	0.0000	96.1661	301	1	0	0.6877	1	0.20
k141_2557 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5814	1	0.06
k141_2558 flag=0 multi=1.0000 len=258	10.4845	258	0.0000	100.0000	258	3	8	0.3069	11	2.06
k141_2559 flag=0 multi=6.0000 len=6488	7.4878	6488	0.0000	100.0000	6488	81	81	0.6404	7	2.69
k141_2560 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3023	1	0.06
k141_2561 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4252	1	0.06
k141_2562 flag=0 multi=2.2587 len=427	0.7049	427	0.0000	70.4918	301	1	0	0.6844	1	0.46
k141_2563 flag=0 multi=5.8304 len=4338	6.6814	4338	0.0000	100.0000	4338	50	47	0.6231	7	2.10
k141_2565 flag=0 multi=116.0000 len=431	65.9118	431	0.0000	100.0000	431	47	51	0.4727	69	25.45
k141_2566 flag=1 multi=1.0000 len=318	0.9465	318	0.0000	94.6541	301	1	0	0.6944	1	0.23
k141_2568 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6744	1	0.06
k141_2569 flag=1 multi=55.0000 len=47042	72.1429	47042	0.0000	100.0000	47042	5708	5573	0.4299	72	10.23
k141_2570 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6844	1	0.06
k141_2571 flag=1 multi=3.0000 len=711	4.1997	711	0.0000	100.0000	711	5	5	0.6781	4	1.90
k141_2572 flag=1 multi=4.0000 len=653	5.5314	653	0.0000	96.0184	627	6	6	0.6376	5	3.35
k141_2573 flag=1 multi=1.0000 len=386	17.2487	386	0.0000	100.0000	386	6	18	0.3569	23	9.53
k141_2574 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5615	1	0.06
k141_2575 flag=0 multi=4.9760 len=976	5.1096	976	0.0000	93.5451	913	10	7	0.7108	5	2.28
k141_2576 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5150	1	0.06
k141_2577 flag=1 multi=5.8256 len=5726	7.6504	5726	0.0000	100.0000	5726	75	71	0.6625	7	3.77
k141_2578 flag=0 multi=8.2254 len=935	8.8610	935	0.0000	100.0000	935	16	13	0.6789	7	3.75
k141_2579 flag=1 multi=5.9114 len=5561	6.4078	5561	0.0000	99.6224	5540	59	60	0.7197	6	2.98
k141_2580 flag=1 multi=3.0000 len=609	2.9655	609	0.0000	97.5369	594	2	4	0.6932	3	1.86
k141_2581 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4385	1	0.06
k141_2582 flag=1 multi=1.0000 len=335	0.8985	335	0.0000	89.8507	301	0	1	0.6312	1	0.31
k141_2583 flag=0 multi=87.0000 len=29281	73.6495	29281	0.0000	100.0000	29281	3621	3558	0.4089	74	8.16
k141_2584 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7176	1	0.06
k141_2585 flag=1 multi=1.0000 len=350	0.8600	350	0.0000	86.0000	301	1	0	0.5914	1	0.35
k141_2586 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5083	1	0.06
k141_2587 flag=1 multi=1.0000 len=337	0.0000	337	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2588 flag=0 multi=3.7412 len=396	3.4343	396	0.0000	85.8586	340	3	2	0.6272	4	1.91
k141_2589 flag=1 multi=1.0000 len=303	0.9934	303	0.0000	99.3399	301	1	0	0.6811	1	0.10
k141_2590 flag=0 multi=6.0000 len=10505	7.0624	10505	0.0000	100.0000	10505	125	122	0.6950	7	2.45
k141_2591 flag=0 multi=7.0000 len=2095	6.2764	2095	0.0000	100.0000	2095	26	18	0.6641	6	4.72
k141_2592 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3987	1	0.06
k141_2593 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6877	1	0.06
k141_2594 flag=1 multi=5.0000 len=4637	6.6851	4637	0.0000	100.0000	4637	52	51	0.6660	6	2.95
k141_2595 flag=0 multi=1.0000 len=433	4.0831	433	0.0000	92.3788	400	2	4	0.7198	4	1.91
k141_2596 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_2597 flag=1 multi=1.0000 len=301	2.8306	301	0.0000	100.0000	301	2	1	0.6434	3	0.55
k141_2598 flag=0 multi=1.0000 len=360	0.8361	360	0.0000	83.6111	301	1	0	0.7010	1	0.37
k141_2599 flag=0 multi=5.0000 len=374	0.0000	374	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_2600 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5714	1	0.06
k141_2601 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7276	1	0.06
k141_2602 flag=0 multi=5.0000 len=859	4.4366	859	0.0000	100.0000	859	6	7	0.7084	4	1.86
k141_2603 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4884	1	0.06
k141_2605 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3987	1	0.06
k141_2606 flag=0 multi=5.0000 len=4995	6.7690	4995	0.0000	98.4184	4916	57	56	0.6356	7	2.20
k141_2607 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_2608 flag=1 multi=1.0000 len=309	0.9741	309	0.0000	97.4110	301	0	1	0.4784	1	0.17
k141_2609 flag=1 multi=1.0000 len=405	0.7432	405	0.0000	74.3210	301	0	1	0.7276	1	0.44
k141_2610 flag=1 multi=5.0000 len=4731	6.2898	4731	0.0000	99.1756	4692	50	49	0.6963	6	2.97
k141_2611 flag=1 multi=3.0000 len=318	3.0252	318	0.0000	100.0000	318	0	4	0.6744	4	1.20
k141_2612 flag=1 multi=6.0000 len=6722	5.9554	6722	0.0000	100.0000	6722	65	68	0.7284	6	2.46
k141_2613 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3787	1	0.06
k141_2614 flag=1 multi=2.0000 len=332	1.6928	332	0.0000	90.6627	301	1	1	0.6545	2	0.64
k141_2615 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6279	1	0.06
k141_2616 flag=1 multi=1.0000 len=330	8.8848	330	0.0000	100.0000	330	8	2	0.4243	10	2.35
k141_2617 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5914	1	0.06
k141_2618 flag=0 multi=6.0000 len=3219	7.8093	3219	0.0000	98.1361	3159	42	42	0.7299	8	3.00
k141_2619 flag=1 multi=4.0000 len=819	3.5946	819	0.0000	100.0000	819	7	3	0.6910	4	1.97
k141_2620 flag=0 multi=3.0696 len=457	0.6586	457	0.0000	65.8643	301	0	1	0.7409	1	0.47
k141_2621 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3422	1	0.06
